Species;Year;Quarter;Species Number;Age;M1;M2;M;F;Z;Stock Numbers;Catch numbers (1000);Mean Stock weight (kg);Catch Mean weight (kg);Yield (tonnes);Proportion Mature;Biomass (tonnes);Spawning Biomasss (tonnes)
Haddock;2002;2;17;3;0.05;0.0289417;0.0625;0.13943;0.218371;1050000;0;0.410223;0.001;0;0.71;430735;305822
Haddock;2002;2;17;4;0.05;0.0216965;0.0625;0.143064;0.214761;15050.4;0;0.543969;0.001;0;0.87;8186.97;7122.66
Haddock;2002;2;17;5;0.05;0.00460839;0.05;0.131195;0.185803;4481.32;0;0.657715;0.001;0;0.95;2947.43;2800.06
Haddock;2002;2;17;6;0.05;0.00460839;0.05;0.129715;0.184323;2812.29;0;0.685257;0.001;0;1;1927.14;1927.14
Haddock;2002;2;17;7;0.05;0.000802171;0.05;0.086763;0.137565;906.95;0;1.13788;0.001;0;1;1032;1032
Haddock;2002;2;17;8;0.05;0.000802171;0.05;0.086763;0.137565;1455.57;0;1.13597;0.001;0;1;1653.49;1653.49
Haddock;2002;2;17;9;0.05;0;0.05;0.086763;0.136763;174.797;0;1.83432;0.001;0;1;320.635;320.635
Haddock;2002;2;17;10;0.05;0;0.05;0.086763;0.136763;266.696;0;2.54158;0.001;0;1;677.829;677.829
Haddock;2002;3;17;0;0.05;0.720647;0.5125;0.00215078;0.772798;2007030;0;0.01;0.001;0;0;20070.3;0
Haddock;2002;3;17;1;0.05;0.148152;0.4125;0.0305948;0.228746;105319;0;0.115;0.001;0;0.01;12111.7;121.117
Haddock;2002;3;17;2;0.05;0.0454166;0.1;0.0766709;0.172088;415096;0;0.274;0.001;0;0.32;113736;36395.6
Haddock;2002;3;17;3;0.05;0.0154836;0.0625;0.122875;0.188358;844020;0;0.454463;0.001;0;0.71;383576;272339
Haddock;2002;3;17;4;0.05;0.0154836;0.0625;0.126078;0.191561;12141.7;0;0.590595;0.001;0;0.87;7170.83;6238.62
Haddock;2002;3;17;5;0.05;0.00337623;0.05;0.115617;0.168994;3721.45;0;0.701617;0.001;0;0.95;2611.03;2480.48
Haddock;2002;3;17;6;0.05;0.00337623;0.05;0.114313;0.167689;2338.89;0;0.718522;0.001;0;1;1680.54;1680.54
Haddock;2002;3;17;7;0.05;0.000604564;0.05;0.0764613;0.127066;790.387;0;1.19294;0.001;0;1;942.885;942.885
Haddock;2002;3;17;8;0.05;0.000604564;0.05;0.0764613;0.127066;1268.5;0;1.19537;0.001;0;1;1516.32;1516.32
Haddock;2002;3;17;9;0.05;0;0.05;0.0764613;0.126461;152.454;0;1.8839;0.001;0;1;287.208;287.208
Haddock;2002;3;17;10;0.05;0;0.05;0.0764613;0.126461;232.606;0;2.80864;0.001;0;1;653.308;653.308
Haddock;2002;4;17;0;0.05;0.585002;0.5125;0.00248358;0.637486;926686;0;0.03;0.001;0;0;27800.6;0
Haddock;2002;4;17;1;0.05;0.216915;0.4125;0.0264661;0.293381;83784.3;0;0.122;0.001;0;0.01;10221.7;102.217
Haddock;2002;4;17;2;0.05;0.0641209;0.1;0.0573884;0.171509;349471;0;0.327;0.001;0;0.32;114277;36568.7
Haddock;2002;4;17;3;0.05;0.0204774;0.0625;0.0919721;0.162449;699117;0;0.502725;0.001;0;0.71;351463;249539
Haddock;2002;4;17;4;0.05;0.0204774;0.0625;0.0943695;0.164847;10025;0;0.639964;0.001;0;0.87;6415.66;5581.62
Haddock;2002;4;17;5;0.05;0.00455927;0.05;0.08654;0.141099;3142.82;0;0.747145;0.001;0;0.95;2348.14;2230.73
Haddock;2002;4;17;6;0.05;0.00455927;0.05;0.0855637;0.140123;1977.8;0;0.751786;0.001;0;1;1486.88;1486.88
Haddock;2002;4;17;7;0.05;0.000787187;0.05;0.0572315;0.108019;696.075;0;1.26635;0.001;0;1;881.476;881.476
Haddock;2002;4;17;8;0.05;0.000787187;0.05;0.0572315;0.108019;1117.14;0;1.25477;0.001;0;1;1401.74;1401.74
Haddock;2002;4;17;9;0.05;0;0.05;0.0572315;0.107232;134.344;0;1.92356;0.001;0;1;258.419;258.419
Haddock;2002;4;17;10;0.05;0;0.05;0.0572315;0.107232;204.975;0;2.82307;0.001;0;1;578.659;578.659
Haddock;2003;1;17;1;0.05;0.490528;0.4125;0.00583789;0.546366;489865;19548;0.055;0.097;1896.16;0.01;26942.6;269.426
Haddock;2003;1;17;2;0.05;0.105454;0.1;0.0529901;0.208444;62481.1;14261;0.191;0.214;3051.85;0.32;11933.9;3818.85
Haddock;2003;1;17;3;0.05;0.04422;0.0625;0.0849232;0.179143;294392;44747;0.369;0.33;14766.5;0.71;108631;77127.7
Haddock;2003;1;17;4;0.05;0.0175591;0.0625;0.0871369;0.154696;594290;109063;0.501;0.406;44279.6;0.87;297740;259033
Haddock;2003;1;17;5;0.05;0.0175591;0.05;0.0799075;0.147467;8501.46;1969;0.613;0.682;1342.86;0.95;5211.39;4950.82
Haddock;2003;1;17;6;0.05;0.0125451;0.05;0.079006;0.141551;2729.23;602;0.648;0.791;476.182;1;1768.54;1768.54
Haddock;2003;1;17;7;0.05;0.0021455;0.05;0.0528452;0.104991;1719.21;271;1.092;1.158;313.818;1;1877.37;1877.37
Haddock;2003;1;17;8;0.05;0.0021455;0.05;0.0528452;0.104991;624.804;109;1.084;1.386;151.074;1;677.288;677.288
Haddock;2003;1;17;9;0.05;0;0.05;0.0528452;0.102845;1002.75;89;1.755;1.659;147.651;1;1759.83;1759.83
Haddock;2003;1;17;10;0.05;0;0.05;0.0528452;0.102845;304.816;44;2.4885;2.192;96.448;1;758.535;758.535
Haddock;2003;2;17;1;0.05;0.529934;0.4125;0.0119473;0.591882;283656;0;0.082;0.001;0;0.01;23259.8;232.598
Haddock;2003;2;17;2;0.05;0.084732;0.1;0.0557868;0.190519;50725.1;0;0.231;0.001;0;0.32;11717.5;3749.6
Haddock;2003;2;17;3;0.05;0.0413248;0.0625;0.0894053;0.18073;246108;0;0.410223;0.001;0;0.71;100959;71680.9
Haddock;2003;2;17;4;0.05;0.0228302;0.0625;0.0917358;0.164566;509114;0;0.543969;0.001;0;0.87;276942;240940
Haddock;2003;2;17;5;0.05;0.00537921;0.05;0.0841249;0.139504;7335.83;0;0.657715;0.001;0;0.95;4824.89;4583.64
Haddock;2003;2;17;6;0.05;0.00537921;0.05;0.0831757;0.138555;2369;0;0.685257;0.001;0;1;1623.38;1623.38
Haddock;2003;2;17;7;0.05;0.00148704;0.05;0.0556343;0.107121;1547.86;0;1.13788;0.001;0;1;1761.28;1761.28
Haddock;2003;2;17;8;0.05;0.00148704;0.05;0.0556343;0.107121;562.532;0;1.13597;0.001;0;1;639.021;639.021
Haddock;2003;2;17;9;0.05;0;0.05;0.0556343;0.105634;904.75;0;1.83432;0.001;0;1;1659.6;1659.6
Haddock;2003;2;17;10;0.05;0;0.05;0.0556343;0.105634;275.025;0;2.54158;0.001;0;1;698.998;698.998
Haddock;2003;3;17;0;0.05;0.783731;0.5125;0.00137912;0.83511;2735750;0;0.01;0.001;0;0;27357.5;0
Haddock;2003;3;17;1;0.05;0.193672;0.4125;0.019618;0.26329;156943;0;0.115;0.001;0;0.01;18048.4;180.484
Haddock;2003;3;17;2;0.05;0.0423297;0.1;0.049163;0.141493;41925.8;0;0.274;0.001;0;0.32;11487.7;3676.06
Haddock;2003;3;17;3;0.05;0.0245776;0.0625;0.0787899;0.153367;205416;0;0.454463;0.001;0;0.71;93354.1;66281.4
Haddock;2003;3;17;4;0.05;0.0245776;0.0625;0.0808437;0.155421;431862;0;0.590595;0.001;0;0.87;255056;221898
Haddock;2003;3;17;5;0.05;0.00409612;0.05;0.0741364;0.128233;6380.63;0;0.701617;0.001;0;0.95;4476.76;4252.92
Haddock;2003;3;17;6;0.05;0.00409612;0.05;0.0733;0.127396;2062.49;0;0.718522;0.001;0;1;1481.95;1481.95
Haddock;2003;3;17;7;0.05;0.00115018;0.05;0.0490286;0.100179;1390.62;0;1.19294;0.001;0;1;1658.93;1658.93
Haddock;2003;3;17;8;0.05;0.00115018;0.05;0.0490286;0.100179;505.388;0;1.19537;0.001;0;1;604.125;604.125
Haddock;2003;3;17;9;0.05;0;0.05;0.0490286;0.0990286;814.052;0;1.8839;0.001;0;1;1533.59;1533.59
Haddock;2003;3;17;10;0.05;0;0.05;0.0490286;0.0990286;247.455;0;2.80864;0.001;0;1;695.012;695.012
Haddock;2003;4;17;0;0.05;0.597184;0.5125;0.00159252;0.648777;1186840;0;0.03;0.001;0;0;35605.2;0
Haddock;2003;4;17;1;0.05;0.287009;0.4125;0.0169706;0.35398;120614;0;0.122;0.001;0;0.01;14714.9;147.149
Haddock;2003;4;17;2;0.05;0.0595304;0.1;0.0367987;0.146329;36394.2;0;0.327;0.001;0;0.32;11900.9;3808.29
Haddock;2003;4;17;3;0.05;0.0331658;0.0625;0.0589745;0.14214;176209;0;0.502725;0.001;0;0.71;88584.7;62895.1
Haddock;2003;4;17;4;0.05;0.0331658;0.0625;0.0605117;0.143678;369697;0;0.639964;0.001;0;0.87;236593;205836
Haddock;2003;4;17;5;0.05;0.00563899;0.05;0.0554913;0.11113;5612.71;0;0.747145;0.001;0;0.95;4193.51;3983.84
Haddock;2003;4;17;6;0.05;0.00563899;0.05;0.0548652;0.110504;1815.79;0;0.751786;0.001;0;1;1365.08;1365.08
Haddock;2003;4;17;7;0.05;0.00150506;0.05;0.0366981;0.0882031;1258.06;0;1.26635;0.001;0;1;1593.15;1593.15
Haddock;2003;4;17;8;0.05;0.00150506;0.05;0.0366981;0.0882031;457.212;0;1.25477;0.001;0;1;573.695;573.695
Haddock;2003;4;17;9;0.05;0;0.05;0.0366981;0.0866981;737.301;0;1.92356;0.001;0;1;1418.24;1418.24
Haddock;2003;4;17;10;0.05;0;0.05;0.0366981;0.0866981;224.124;0;2.82307;0.001;0;1;632.719;632.719
Haddock;2004;1;17;1;0.05;0.480057;0.4125;0.005872;0.535929;620343;10538;0.055;0.177;1865.23;0.01;34118.9;341.189
Haddock;2004;1;17;2;0.05;0.11004;0.1;0.0532997;0.21334;84657.3;18122;0.191;0.256;4639.23;0.32;16169.6;5174.26
Haddock;2004;1;17;3;0.05;0.0400678;0.0625;0.0854195;0.175487;31440;6573;0.369;0.41;2694.93;0.71;11601.3;8236.96
Haddock;2004;1;17;4;0.05;0.0288391;0.0625;0.0876461;0.166485;152861;34945;0.501;0.404;14117.8;0.87;76583.5;66627.6
Haddock;2004;1;17;5;0.05;0.0288391;0.05;0.0803744;0.159214;320220;91121;0.613;0.445;40548.8;0.95;196295;186480
Haddock;2004;1;17;6;0.05;0.0175034;0.05;0.0794676;0.146971;5022.38;723;0.648;0.744;537.912;1;3254.5;3254.5
Haddock;2004;1;17;7;0.05;0.00133566;0.05;0.053154;0.10449;1625.82;146;1.092;1.071;156.366;1;1775.4;1775.4
Haddock;2004;1;17;8;0.05;0.00133566;0.05;0.053154;0.10449;1151.85;56;1.084;1.372;76.832;1;1248.6;1248.6
Haddock;2004;1;17;9;0.05;0;0.05;0.053154;0.103154;418.612;35;1.755;1.741;60.935;1;734.664;734.664
Haddock;2004;1;17;10;0.05;0;0.05;0.053154;0.103154;881.582;46;2.4885;1.911;87.906;1;2193.82;2193.82
Haddock;2004;2;17;1;0.05;0.568425;0.4125;0.0120171;0.630442;362979;0;0.082;0.001;0;0.01;29764.2;297.642
Haddock;2004;2;17;2;0.05;0.103902;0.1;0.0561128;0.210015;68393.1;0;0.231;0.001;0;0.32;15798.8;5055.62
Haddock;2004;2;17;3;0.05;0.0464167;0.0625;0.0899277;0.186344;26379.6;0;0.410223;0.001;0;0.71;10821.5;7683.29
Haddock;2004;2;17;4;0.05;0.0388303;0.0625;0.0922718;0.181102;129418;0;0.543969;0.001;0;0.87;70399.2;61247.3
Haddock;2004;2;17;5;0.05;0.0096672;0.05;0.0846164;0.144284;273088;0;0.657715;0.001;0;0.95;179614;170633
Haddock;2004;2;17;6;0.05;0.0096672;0.05;0.0836617;0.143329;4335.92;0;0.685257;0.001;0;1;2971.22;2971.22
Haddock;2004;2;17;7;0.05;0.000895365;0.05;0.0559594;0.106855;1464.52;0;1.13788;0.001;0;1;1666.45;1666.45
Haddock;2004;2;17;8;0.05;0.000895365;0.05;0.0559594;0.106855;1037.57;0;1.13597;0.001;0;1;1178.65;1178.65
Haddock;2004;2;17;9;0.05;0;0.05;0.0559594;0.105959;377.583;0;1.83432;0.001;0;1;692.609;692.609
Haddock;2004;2;17;10;0.05;0;0.05;0.0559594;0.105959;795.177;0;2.54158;0.001;0;1;2021;2021
Haddock;2004;3;17;0;0.05;0.764667;0.5125;0.00138718;0.816054;2659120;0;0.01;0.001;0;0;26591.2;0
Haddock;2004;3;17;1;0.05;0.218332;0.4125;0.0197327;0.288065;193234;0;0.115;0.001;0;0.01;22221.9;222.219
Haddock;2004;3;17;2;0.05;0.0412201;0.1;0.0494503;0.14067;55437.5;0;0.274;0.001;0;0.32;15189.9;4860.76
Haddock;2004;3;17;3;0.05;0.0239113;0.0625;0.0792503;0.153162;21894.8;0;0.454463;0.001;0;0.71;9950.37;7064.76
Haddock;2004;3;17;4;0.05;0.0239113;0.0625;0.0813161;0.155227;107980;0;0.590595;0.001;0;0.87;63772.3;55481.9
Haddock;2004;3;17;5;0.05;0.0071258;0.05;0.0745696;0.131695;236396;0;0.701617;0.001;0;0.95;165860;157567
Haddock;2004;3;17;6;0.05;0.0071258;0.05;0.0737283;0.130854;3756.94;0;0.718522;0.001;0;1;2699.44;2699.44
Haddock;2004;3;17;7;0.05;0.000658132;0.05;0.0493151;0.0999733;1316.1;0;1.19294;0.001;0;1;1570.02;1570.02
Haddock;2004;3;17;8;0.05;0.000658132;0.05;0.0493151;0.0999733;932.417;0;1.19537;0.001;0;1;1114.58;1114.58
Haddock;2004;3;17;9;0.05;0;0.05;0.0493151;0.0993151;339.621;0;1.8839;0.001;0;1;639.812;639.812
Haddock;2004;3;17;10;0.05;0;0.05;0.0493151;0.0993151;715.231;0;2.80864;0.001;0;1;2008.83;2008.83
Haddock;2004;4;17;0;0.05;0.599187;0.5125;0.00160183;0.650789;1175790;0;0.03;0.001;0;0;35273.7;0
Haddock;2004;4;17;1;0.05;0.336217;0.4125;0.0170698;0.403287;144870;0;0.122;0.001;0;0.01;17674.1;176.741
Haddock;2004;4;17;2;0.05;0.0605762;0.1;0.0370137;0.14759;48162.8;0;0.327;0.001;0;0.32;15749.2;5039.75
Haddock;2004;4;17;3;0.05;0.0337162;0.0625;0.0593191;0.143035;18785.5;0;0.502725;0.001;0;0.71;9443.95;6705.21
Haddock;2004;4;17;4;0.05;0.0337162;0.0625;0.0608653;0.144582;92454.4;0;0.639964;0.001;0;0.87;59167.5;51475.7
Haddock;2004;4;17;5;0.05;0.0104587;0.05;0.0558156;0.116274;207227;0;0.747145;0.001;0;0.95;154829;147087
Haddock;2004;4;17;6;0.05;0.0104587;0.05;0.0551858;0.115645;3296.13;0;0.751786;0.001;0;1;2477.99;2477.99
Haddock;2004;4;17;7;0.05;0.000912364;0.05;0.0369125;0.0878249;1190.88;0;1.26635;0.001;0;1;1508.08;1508.08
Haddock;2004;4;17;8;0.05;0.000912364;0.05;0.0369125;0.0878249;843.708;0;1.25477;0.001;0;1;1058.66;1058.66
Haddock;2004;4;17;9;0.05;0;0.05;0.0369125;0.0869125;307.512;0;1.92356;0.001;0;1;591.518;591.518
Haddock;2004;4;17;10;0.05;0;0.05;0.0369125;0.0869125;647.611;0;2.82307;0.001;0;1;1828.25;1828.25
Haddock;2005;1;17;1;0.05;0.526621;0.4125;0.00737584;0.583997;613332;10504;0.055;0.2;2100.8;0.01;33733.3;337.333
Haddock;2005;1;17;2;0.05;0.128371;0.1;0.0669499;0.245321;96790.6;18394;0.191;0.295;5426.23;0.32;18487;5915.84
Haddock;2005;1;17;3;0.05;0.0406458;0.0625;0.107296;0.197941;41554.1;11385;0.369;0.387;4405.99;0.71;15333.5;10886.8
Haddock;2005;1;17;4;0.05;0.0261962;0.0625;0.110092;0.186289;16281.9;3329;0.501;0.522;1737.74;0.87;8157.21;7096.77
Haddock;2005;1;17;5;0.05;0.0261962;0.05;0.100959;0.177155;80008.6;25077;0.613;0.484;12137.3;0.95;49045.3;46593
Haddock;2005;1;17;6;0.05;0.0208572;0.05;0.0998195;0.170677;184480;58753;0.648;0.521;30610.3;1;119543;119543
Haddock;2005;1;17;7;0.05;0.00162603;0.05;0.0667669;0.118393;2936.17;314;1.092;0.882;276.948;1;3206.3;3206.3
Haddock;2005;1;17;8;0.05;0.00162603;0.05;0.0667669;0.118393;1090.76;89;1.084;1.119;99.591;1;1182.38;1182.38
Haddock;2005;1;17;9;0.05;0;0.05;0.0667669;0.116767;772.77;34;1.755;1.36;46.24;1;1356.21;1356.21
Haddock;2005;1;17;10;0.05;0;0.05;0.0667669;0.116767;875.616;22;2.4885;2.257;49.654;1;2178.97;2178.97
Haddock;2005;2;17;1;0.05;0.649758;0.4125;0.0150947;0.714852;342034;0;0.082;0.001;0;0.01;28046.8;280.468
Haddock;2005;2;17;2;0.05;0.105206;0.1;0.0704834;0.225689;75734.1;0;0.231;0.001;0;0.32;17494.6;5598.27
Haddock;2005;2;17;3;0.05;0.0475419;0.0625;0.112958;0.2105;34091.8;0;0.410223;0.001;0;0.71;13985.2;9929.51
Haddock;2005;2;17;4;0.05;0.037247;0.0625;0.115903;0.20315;13514.5;0;0.543969;0.001;0;0.87;7351.47;6395.78
Haddock;2005;2;17;5;0.05;0.00790108;0.05;0.106287;0.164188;67019.2;0;0.657715;0.001;0;0.95;44079.6;41875.6
Haddock;2005;2;17;6;0.05;0.00790108;0.05;0.105088;0.162989;155534;0;0.685257;0.001;0;1;106581;106581
Haddock;2005;2;17;7;0.05;0.00113423;0.05;0.0702907;0.121425;2608.34;0;1.13788;0.001;0;1;2967.98;2967.98
Haddock;2005;2;17;8;0.05;0.00113423;0.05;0.0702907;0.121425;968.97;0;1.13597;0.001;0;1;1100.72;1100.72
Haddock;2005;2;17;9;0.05;0;0.05;0.0702907;0.120291;687.605;0;1.83432;0.001;0;1;1261.29;1261.29
Haddock;2005;2;17;10;0.05;0;0.05;0.0702907;0.120291;779.117;0;2.54158;0.001;0;1;1980.19;1980.19
Haddock;2005;3;17;0;0.05;0.496339;0.5125;0.00174244;0.548082;13894700;0;0.01;0.001;0;0;138947;0
Haddock;2005;3;17;1;0.05;0.161418;0.4125;0.0247862;0.236204;167345;0;0.115;0.001;0;0.01;19244.7;192.447
Haddock;2005;3;17;2;0.05;0.0361114;0.1;0.0621146;0.148226;60433.3;0;0.274;0.001;0;0.32;16558.7;5298.79
Haddock;2005;3;17;3;0.05;0.0213524;0.0625;0.0995465;0.170899;27620.4;0;0.454463;0.001;0;0.71;12552.5;8912.24
Haddock;2005;3;17;4;0.05;0.0213524;0.0625;0.102141;0.173494;11029.9;0;0.590595;0.001;0;0.87;6514.22;5667.38
Haddock;2005;3;17;5;0.05;0.00554487;0.05;0.0936671;0.149212;56871.4;0;0.701617;0.001;0;0.95;39901.9;37906.8
Haddock;2005;3;17;6;0.05;0.00554487;0.05;0.0926103;0.148155;132142;0;0.718522;0.001;0;1;94946.7;94946.7
Haddock;2005;3;17;7;0.05;0.000817036;0.05;0.0619448;0.112762;2310.09;0;1.19294;0.001;0;1;2755.8;2755.8
Haddock;2005;3;17;8;0.05;0.000817036;0.05;0.0619448;0.112762;858.176;0;1.19537;0.001;0;1;1025.84;1025.84
Haddock;2005;3;17;9;0.05;0;0.05;0.0619448;0.111945;609.674;0;1.8839;0.001;0;1;1148.56;1148.56
Haddock;2005;3;17;10;0.05;0;0.05;0.0619448;0.111945;690.814;0;2.80864;0.001;0;1;1940.25;1940.25
Haddock;2005;4;17;0;0.05;0.46644;0.5125;0.00201206;0.518452;8031930;0;0.03;0.001;0;0;240958;0
Haddock;2005;4;17;1;0.05;0.243421;0.4125;0.0214414;0.314862;132139;0;0.122;0.001;0;0.01;16120.9;161.209
Haddock;2005;4;17;2;0.05;0.0491248;0.1;0.046493;0.145618;52107.8;0;0.327;0.001;0;0.32;17039.2;5452.56
Haddock;2005;4;17;3;0.05;0.0280377;0.0625;0.0745108;0.152548;23281.4;0;0.502725;0.001;0;0.71;11704.2;8309.95
Haddock;2005;4;17;4;0.05;0.0280377;0.0625;0.0764531;0.154491;9273.11;0;0.639964;0.001;0;0.87;5934.46;5162.98
Haddock;2005;4;17;5;0.05;0.00771726;0.05;0.0701101;0.127827;48988.2;0;0.747145;0.001;0;0.95;36601.3;34771.2
Haddock;2005;4;17;6;0.05;0.00771726;0.05;0.0693191;0.127036;113945;0;0.751786;0.001;0;1;85662.6;85662.6
Haddock;2005;4;17;7;0.05;0.00108292;0.05;0.0463659;0.0974488;2063.75;0;1.26635;0.001;0;1;2613.44;2613.44
Haddock;2005;4;17;8;0.05;0.00108292;0.05;0.0463659;0.0974488;766.663;0;1.25477;0.001;0;1;961.983;961.983
Haddock;2005;4;17;9;0.05;0;0.05;0.0463659;0.0963659;545.105;0;1.92356;0.001;0;1;1048.54;1048.54
Haddock;2005;4;17;10;0.05;0;0.05;0.0463659;0.0963659;617.652;0;2.82307;0.001;0;1;1743.68;1743.68
Haddock;2006;1;17;1;0.05;0.365411;0.4125;0.0101672;0.425578;4782550;106506;0.055;0.122;12993.7;0.01;263040;2630.4
Haddock;2006;1;17;2;0.05;0.119169;0.1;0.0922866;0.261456;96446.8;26164;0.191;0.289;7561.4;0.32;18421.3;5894.83
Haddock;2006;1;17;3;0.05;0.0343789;0.0625;0.147901;0.23228;45046.5;16812;0.369;0.358;6018.7;0.71;16622.2;11801.7
Haddock;2006;1;17;4;0.05;0.026066;0.0625;0.151756;0.227822;19987.5;7482;0.501;0.47;3516.54;0.87;10013.7;8711.96
Haddock;2006;1;17;5;0.05;0.026066;0.05;0.139166;0.215232;7945.68;2970;0.613;0.545;1618.65;0.95;4870.7;4627.17
Haddock;2006;1;17;6;0.05;0.0193756;0.05;0.137595;0.206971;43109.9;13685;0.648;0.546;7472.01;1;27935.2;27935.2
Haddock;2006;1;17;7;0.05;0.00277636;0.05;0.0920343;0.144811;100352;30229;1.092;0.549;16595.7;1;109584;109584
Haddock;2006;1;17;8;0.05;0.00277636;0.05;0.0920343;0.144811;1872.13;123;1.084;0.994;122.262;1;2029.39;2029.39
Haddock;2006;1;17;9;0.05;0;0.05;0.0920343;0.142034;695.477;29;1.755;1.606;46.574;1;1220.56;1220.56
Haddock;2006;1;17;10;0.05;0;0.05;0.0920343;0.142034;1055.94;25;2.4885;2.206;55.15;1;2627.7;2627.7
