Group;Species;Temp;Body mass;Respiration;Respiratio 15 C;Spec Resp 15C ;Source;Source;;;
Euphausiacea;Euphausia pacifica;5;1.89E+00;8.56E+00;2.40E+01;1.27E+01;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;2.59E+00;7.03E+00;1.97E+01;7.61E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;3.10E+00;5.15E+00;1.44E+01;4.66E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;3.65E+00;5.50E+00;1.54E+01;4.21E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;3.76E+00;6.58E+00;1.84E+01;4.90E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;4.31E+00;7.63E+00;2.14E+01;4.96E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;4.12E+00;8.15E+00;2.28E+01;5.54E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;4.78E+00;7.76E+00;2.17E+01;4.54E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;4.93E+00;8.56E+00;2.40E+01;4.86E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;5.56E+00;8.28E+00;2.32E+01;4.17E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;5.90E+00;9.14E+00;2.56E+01;4.33E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;4.71E+00;9.60E+00;2.69E+01;5.70E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;5.00E+00;1.02E+01;2.87E+01;5.73E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;4.64E+00;1.08E+01;3.01E+01;6.49E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;4.31E+00;1.04E+01;2.92E+01;6.77E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;3.88E+00;1.08E+01;3.01E+01;7.77E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;4.18E+00;1.42E+01;3.98E+01;9.53E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;4.86E+00;1.23E+01;3.44E+01;7.08E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;5.00E+00;1.40E+01;3.92E+01;7.83E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;5.39E+00;1.15E+01;3.22E+01;5.97E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;6.36E+00;1.13E+01;3.17E+01;4.98E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;6.96E+00;1.11E+01;3.11E+01;4.47E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;7.39E+00;1.06E+01;2.97E+01;4.01E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;8.21E+00;9.14E+00;2.56E+01;3.12E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;8.72E+00;9.44E+00;2.64E+01;3.03E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;8.59E+00;1.23E+01;3.44E+01;4.00E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;6.96E+00;1.27E+01;3.55E+01;5.10E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;5.99E+00;1.35E+01;3.79E+01;6.33E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;6.86E+00;1.49E+01;4.18E+01;6.10E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;5.64E+00;1.65E+01;4.62E+01;8.18E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;6.17E+00;1.73E+01;4.85E+01;7.85E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia pacifica;5;8.72E+00;1.82E+01;5.09E+01;5.84E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;7.89E-01;5.61E+00;1.57E+01;1.99E+01;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;9.44E-01;6.82E+00;1.91E+01;2.02E+01;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;1.15E+00;5.34E+00;1.50E+01;1.31E+01;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;1.33E+00;7.05E+00;1.97E+01;1.48E+01;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;1.50E+00;3.56E+00;9.96E+00;6.64E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;1.59E+00;4.12E+00;1.15E+01;7.24E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;1.80E+00;3.92E+00;1.10E+01;6.12E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.15E+00;4.40E+00;1.23E+01;5.73E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.57E+00;3.74E+00;1.05E+01;4.07E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;1.85E+00;5.26E+00;1.47E+01;7.96E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;1.82E+00;4.85E+00;1.36E+01;7.45E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.08E+00;5.17E+00;1.45E+01;6.95E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.21E+00;5.70E+00;1.60E+01;7.22E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.31E+00;5.89E+00;1.65E+01;7.13E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.39E+00;5.80E+00;1.62E+01;6.81E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.73E+00;5.09E+00;1.43E+01;5.22E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.12E+00;6.39E+00;1.79E+01;8.46E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;1.80E+00;6.82E+00;1.91E+01;1.06E+01;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.42E+00;7.40E+00;2.07E+01;8.56E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.49E+00;6.50E+00;1.82E+01;7.29E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.90E+00;7.65E+00;2.14E+01;7.39E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.94E+00;6.82E+00;1.91E+01;6.50E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;3.08E+00;7.40E+00;2.07E+01;6.74E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;3.08E+00;6.29E+00;1.76E+01;5.73E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;3.85E+00;5.26E+00;1.47E+01;3.83E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;3.97E+00;6.60E+00;1.85E+01;4.66E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;3.74E+00;8.03E+00;2.25E+01;6.02E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;3.57E+00;9.14E+00;2.56E+01;7.17E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;3.08E+00;8.85E+00;2.48E+01;8.06E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.49E+00;8.71E+00;2.44E+01;9.77E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.90E+00;1.09E+01;3.06E+01;1.06E+01;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;2.61E+00;1.51E+01;4.24E+01;1.63E+01;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;3.31E+00;1.44E+01;4.04E+01;1.22E+01;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;3.85E+00;9.29E+00;2.60E+01;6.76E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;5.19E+00;1.06E+01;2.96E+01;5.71E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;4.75E+00;1.19E+01;3.32E+01;7.00E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;4.47E+00;1.29E+01;3.60E+01;8.06E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;4.34E+00;1.47E+01;4.10E+01;9.46E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;4.15E+00;1.47E+01;4.10E+01;9.90E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;4.15E+00;1.49E+01;4.17E+01;1.01E+01;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;4.96E+00;1.33E+01;3.72E+01;7.50E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;5.43E+00;1.29E+01;3.60E+01;6.64E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;5.59E+00;1.49E+01;4.17E+01;7.46E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;8.25E+00;7.90E+00;2.21E+01;2.68E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;8.38E+00;1.06E+01;2.96E+01;3.54E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;6.50E+00;1.62E+01;4.53E+01;6.97E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;6.21E+00;1.72E+01;4.83E+01;7.78E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;5.68E+00;1.96E+01;5.50E+01;9.69E+00;14;Kim etal. 2010;;;
Euphausiacea;Thysanoessa inspinata;5;8.63E+00;2.51E+01;7.02E+01;8.14E+00;14;Kim etal. 2010;;;
Euphausiacea;Euphausia tricantha;-0.9;6.51E+00;5.09E+00;2.62E+01;4.02E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;8.24E+00;7.29E+00;3.75E+01;4.55E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;8.45E+00;7.66E+00;3.94E+01;4.66E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;7.65E+00;7.56E+00;3.89E+01;5.08E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;8.34E+00;8.24E+00;4.24E+01;5.08E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;9.10E+00;8.88E+00;4.56E+01;5.02E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;8.77E+00;8.99E+00;4.62E+01;5.27E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;8.77E+00;9.33E+00;4.79E+01;5.47E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;8.45E+00;1.04E+01;5.35E+01;6.34E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;9.68E+00;1.07E+01;5.49E+01;5.67E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;9.56E+00;9.80E+00;5.04E+01;5.27E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;1.07E+01;1.10E+01;5.63E+01;5.27E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;9.68E+00;8.88E+00;4.57E+01;4.72E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;9.80E+00;8.77E+00;4.51E+01;4.60E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;9.68E+00;7.85E+00;4.04E+01;4.17E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;1.03E+01;8.35E+00;4.29E+01;4.17E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Euphausia tricantha;-0.9;1.08E+01;9.93E+00;5.10E+01;4.72E+00;12;Ikeda %& Mitchell 1982;;;
Euphausiacea;Thysanoessa raschii female;6.75;7.49E+00;2.10E+01;4.91E+01;6.56E+00;9;Ikeda 1970;;;
Euphausiacea;Thysanoessa raschii female;6.8;7.92E+00;1.99E+01;4.63E+01;5.84E+00;9;Ikeda 1970;;;
Euphausiacea;Thysanoessa raschii male;6.7;3.42E+00;1.08E+01;2.54E+01;7.42E+00;9;Ikeda 1970;;;
Euphausiacea;Thysanoessa inermis juv;11.5;5.08E-01;3.32E+00;4.76E+00;9.38E+00;9;Ikeda 1970;;;
Euphausiacea;Thysanoessa inermis female;11.2;2.73E-01;1.39E+00;2.06E+00;7.52E+00;9;Ikeda 1970;;;
Euphausiacea;Euphausia pacifica;17.2;1.41E+00;8.44E+00;6.73E+00;4.78E+00;9;Ikeda 1970;;;
Euphausiacea;Euphausia mutica male;28.8;1.79E-01;1.11E+01;2.67E+00;1.49E+01;9;Ikeda 1970;;;
Isopoda;Aega sp;17;2.70E+00;1.22E+01;9.90E+00;3.67E+00;9;Ikeda 1970;;;
Mysidacea;Hypererythrops sp;17;2.20E-01;8.71E-01;7.09E-01;3.22E+00;9;Ikeda 1970;;;
Ostracoda;Cypridina hilgendorfii;30;1.42E-01;4.85E+00;1.04E+00;7.28E+00;9;Ikeda 1970;;;
Ostracoda;Pyrocypris sp;30;3.25E-02;1.02E+00;2.18E-01;6.70E+00;9;Ikeda 1970;;;
Ostracoda;Philomedes interpuncta;9.3;2.47E-01;2.90E-01;5.22E-01;2.11E+00;10;Ikeda et al. 1974;;;
Ostracoda;Philomedes interpuncta;9.3;2.56E-01;4.10E-01;7.37E-01;2.88E+00;10;Ikeda et al. 1974;;;
Ostracoda;Philomedes interpuncta;9.3;2.39E-01;3.50E-01;6.29E-01;2.64E+00;10;Ikeda et al. 1974;;;
Ostracoda;Philomedes interpuncta;9.8;2.42E-01;2.40E-01;4.10E-01;1.69E+00;10;Ikeda et al. 1974;;;
Ostracoda;Philomedes interpuncta;9.8;2.26E-01;2.10E-01;3.59E-01;1.59E+00;10;Ikeda et al. 1974;;;
;;;;;;;;;;;
Tunicata;Salpa thompsoni, agg;1.3;1.07E+01;2.41E+01;9.87E+01;9.27E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;5.92E+00;2.16E+01;8.86E+01;1.50E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;9.39E+00;2.17E+01;8.90E+01;9.47E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;1.81E+00;6.14E+00;2.51E+01;1.39E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;2.82E+00;6.15E+00;2.52E+01;8.93E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;3.69E+00;7.49E+00;3.07E+01;8.32E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;8.70E-01;4.26E+00;1.74E+01;2.00E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;1.66E+00;5.10E+00;2.09E+01;1.26E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;7.72E-01;2.29E+00;9.38E+00;1.21E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;6.26E+00;1.39E+01;5.70E+01;9.11E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;3.50E+00;9.84E+00;4.03E+01;1.15E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;4.39E+00;9.86E+00;4.04E+01;9.19E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;2.67E+00;4.90E+00;2.01E+01;7.51E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;9.21E-01;1.89E+00;7.76E+00;8.42E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;9.92E-01;1.71E+00;7.01E+00;7.06E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;3.50E-01;9.70E-01;3.97E+00;1.14E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;2.07E+01;4.57E+01;1.87E+02;9.03E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;1.02E+01;1.59E+01;6.54E+01;6.40E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;3.18E+01;5.84E+01;2.39E+02;7.52E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;1.41E+01;4.59E+01;1.88E+02;1.34E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;1.01E+01;2.65E+01;1.09E+02;1.08E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;7.77E+00;1.23E+01;5.06E+01;6.51E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;1.31E+01;1.88E+01;7.69E+01;5.86E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;1.17E+01;2.12E+01;8.69E+01;7.42E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, agg;1.3;7.84E+00;5.29E+00;2.17E+01;2.77E+00;8;Iguchi & Ikeda 2004;;;
;;;;;;;;;;;
Tunicata;Salpa thompsoni, sol;1.3;3.99E+00;1.58E+01;6.47E+01;1.62E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, sol;1.3;3.36E+01;7.33E+01;3.01E+02;8.95E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, sol;1.3;4.17E+01;1.22E+02;5.00E+02;1.20E+01;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, sol;1.3;2.18E+01;4.41E+01;1.81E+02;8.28E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, sol;1.3;1.06E+01;2.50E+01;1.02E+02;9.63E+00;8;Iguchi & Ikeda 2004;;;
Tunicata;Salpa thompsoni, sol;1.3;1.49E+00;4.84E+00;1.98E+01;1.34E+01;8;Iguchi & Ikeda 2004;;;
;;;;;;;;;;;
Tunicata;Salpa cylindrica, sol;26;3.38E-01;2.48E+01;7.97E+00;2.36E+01;4;Biggs 1977;;;
Tunicata;Salpa cylindrica, sol;26;3.38E+00;1.35E+02;4.35E+01;1.29E+01;4;Biggs 1977;;;
Tunicata;Salpa maxima, sol;26;3.38E-01;1.76E+01;5.65E+00;1.67E+01;4;Biggs 1977;;;
Tunicata;Salpa maxima. Agg;26;3.38E-01;1.85E+01;5.94E+00;1.76E+01;4;Biggs 1977;;;
Tunicata;Salpa maxima. Agg;26;3.38E+00;6.30E+01;2.03E+01;6.00E+00;4;Biggs 1977;;;
Tunicata;Pegea confoederata, sol;26;3.38E+00;1.60E+02;5.15E+01;1.52E+01;4;Biggs 1977;;;
Tunicata;Pegea confoederata, agg;26;3.38E-01;9.00E+00;2.90E+00;8.57E+00;4;Biggs 1977;;;
Tunicata;Pegea confoederata, agg;26;3.38E+00;9.90E+01;3.19E+01;9.43E+00;4;Biggs 1977;;;
Tunicata;Pegea confoederata, agg;26;3.38E-01;1.04E+01;3.33E+00;9.85E+00;4;Biggs 1977;;;
Tunicata;Thalia democratica, sol;26;3.38E-01;7.20E+00;2.32E+00;6.86E+00;4;Biggs 1977;;;
Tunicata;Brooksia rostrata;26;3.38E-01;8.64E+01;2.78E+01;8.23E+01;4;Biggs 1977;;;
Tunicata;Doliold sp;26;3.38E-01;2.43E+01;7.83E+00;2.31E+01;4;Biggs 1977;;;
;;;;;;;;;;;
Tunicata;Iasis zonaria, agg;27;4.20E-01;7.27E+00;2.11E+00;5.03E+00;10;Ikeda 1974;;;
Tunicata;Thalia democratica, sol;17.3;2.56E-01;2.12E+00;1.67E+00;6.53E+00;10;Ikeda 1974;;;
Tunicata;Thalia democratica, sol;17.3;3.28E-01;2.05E+00;1.62E+00;4.92E+00;10;Ikeda 1974;;;
Tunicata;Thalia democratica, sol;17.3;1.74E-01;1.13E+00;8.92E-01;5.14E+00;10;Ikeda 1974;;;
Tunicata;Pegea confoederata, sol;25.7;7.37E+00;3.22E+01;1.07E+01;1.45E+00;10;Ikeda 1974;;;
Tunicata;Pegea confoederata, sol;25.7;3.58E+00;2.43E+01;8.07E+00;2.25E+00;10;Ikeda 1974;;;
Tunicata;Pegea confoederata, sol;25.7;9.97E+00;3.49E+01;1.16E+01;1.16E+00;10;Ikeda 1974;;;
Tunicata;Salpa fusiformis, agg;27.4;4.84E-01;1.39E+01;3.87E+00;8.00E+00;10;Ikeda 1974;;;
Tunicata;Salpa fusiformis, agg;27.4;5.49E-01;7.11E+00;1.98E+00;3.61E+00;10;Ikeda 1974;;;
Tunicata;Salpa fusiformis, agg;27.4;1.63E-01;5.78E+00;1.61E+00;9.92E+00;10;Ikeda 1974;;;
Tunicata;Salpa fusiformis, agg;27.4;4.64E-01;1.47E+01;4.11E+00;8.86E+00;10;Ikeda 1974;;;
Tunicata;salpa fusiformis, sol;17.3;1.11E+00;4.04E+00;3.19E+00;2.88E+00;10;Ikeda 1974;;;
Tunicata;salpa fusiformis, sol;17.3;8.74E-01;5.37E+00;4.24E+00;4.85E+00;10;Ikeda 1974;;;
Tunicata;Pyrosoma verticillatum;25.7;3.36E+00;1.31E+01;4.36E+00;1.30E+00;10;Ikeda 1974;;;
Tunicata;Pyrosoma verticillatum;25.7;7.71E+00;4.39E+01;1.46E+01;1.89E+00;10;Ikeda 1974;;;
;;;;;;;;;;;
Tunicata;Cyclosalpa bakeri.;11;4.73E-01;1.46E+00;2.21E+00;4.67E+00;17;Madin & Purcell 1992;;;
Tunicata;Cyclosalpa bakeri.;11;6.77E-01;1.01E+00;1.53E+00;2.25E+00;17;Madin & Purcell 1992;;;
Tunicata;Cyclosalpa bakeri.;11;1.27E+00;2.06E+00;3.11E+00;2.45E+00;17;Madin & Purcell 1992;;;
Tunicata;Cyclosalpa bakeri.;11;9.94E-01;3.14E+00;4.74E+00;4.77E+00;17;Madin & Purcell 1992;;;
Tunicata;Cyclosalpa bakeri.;11;1.68E+00;3.98E+00;6.01E+00;3.59E+00;17;Madin & Purcell 1992;;;
Tunicata;Cyclosalpa bakeri.;11;1.47E+00;4.09E+00;6.17E+00;4.19E+00;17;Madin & Purcell 1992;;;
Tunicata;Cyclosalpa bakeri.;11;1.16E+00;5.76E+00;8.70E+00;7.53E+00;17;Madin & Purcell 1992;;;
